,index
4835,IGSF10
4836,IGSF3
4837,IGSF5
4838,IGSF6
4839,IGSF8
4840,IGSF9
4841,IK
4842,IKBIP
4843,IKBKB
4844,IKBKE
4845,IKBKG
4846,IKZF1
4847,IKZF2
4848,IKZF3
4849,IKZF5
4850,IL10RA
4851,IL10RB
4852,IL11
4853,IL13
4854,IL13RA1
4855,IL13RA2
4856,IL15
4857,IL15RA
4858,IL16
4859,IL17D
4860,IL17RA
4861,IL17RB
4862,IL17RC
4863,IL17RE
4864,IL18
4865,IL18BP
4866,IL18R1
4867,IL18RAP
4868,IL1A
4869,IL1B
4870,IL1R1
4871,IL1R2
4872,IL1RAP
4873,IL1RAPL1
4874,IL1RL1
4875,IL1RL2
4876,IL1RN
4877,IL2
4878,IL27
4879,IL2RA
4880,IL2RB
4881,IL2RG
4882,IL33
4883,IL34
4884,IL3RA
4885,IL4R
4886,IL5RA
4887,IL6
4888,IL6R
4889,IL6ST
4890,IL7R
4891,IL9R
4892,ILDR1
4893,ILDR2
4894,ILF2
4895,ILF3
4896,ILK
4897,ILKAP
4898,ILVBL
4899,IMMP1L
4900,IMMP2L
4901,IMMT
4902,IMP3
4903,IMP4
4904,IMPA1
4905,IMPA2
4906,IMPACT
4907,IMPAD1
4908,IMPDH1
4909,INAFM1
4910,INF2
4911,ING1
4912,ING2
4913,ING3
4914,INHBA
4915,INIP
4916,INMT
4917,INO80
4918,INO80B
4919,INO80C
4920,INO80D
4921,INO80E
4922,INPP1
4923,INPP4A
4924,INPP4B
4925,INPP5A
4926,INPP5B
4927,INPP5D
4928,INPP5E
4929,INPP5F
4930,INPP5K
4931,INPPL1
4932,INSIG1
4933,INSIG2
4934,INSL6
4935,INSR
4936,INTS1
4937,INTS10
4938,INTS11
4939,INTS12
4940,INTS13
4941,INTS14
4942,INTS3
4943,INTS4
4944,INTS5
4945,INTS6L
4946,INTS7
4947,INTS8
4948,INTS9
4949,INTU
4950,INVS
4951,IP6K1
4952,IP6K2
4953,IP6K3
4954,IPMK
4955,IPO11
4956,IPO13
4957,IPO4
4958,IPO5
4959,IPO7
4960,IPO8
4961,IPO9
4962,IPP
4963,IPPK
4964,IQCB1
4965,IQCC
4966,IQCE
4967,IQCK
4968,IQGAP1
4969,IQGAP2
4970,IQSEC1
4971,IQSEC2
4972,IRAK1
4973,IRAK1BP1
4974,IRAK2
4975,IRAK3
4976,IRAK4
4977,IREB2
4978,IRF1
4979,IRF2
4980,IRF2BP1
4981,IRF2BP2
4982,IRF2BPL
4983,IRF3
4984,IRF4
4985,IRF5
4986,IRF6
4987,IRF7
4988,IRF8
4989,IRF9
4990,IRGM
4991,IRGQ
4992,IRS1
4993,IRS2
4994,IRX2
4995,ISCA1
4996,ISCA2
4997,ISCU
4998,ISG15
4999,ISG20
5000,ISG20L2
5001,ISL1
5002,ISLR
5003,ISM1
5004,ISOC1
5005,ISPD
5006,IST1
5007,ISY1-RAB43
5008,ISYNA1
5009,ITCH
5010,ITFG1
5011,ITFG2
5012,ITGA1
5013,ITGA10
5014,ITGA11
5015,ITGA2B
5016,ITGA3
5017,ITGA4
5018,ITGA5
5019,ITGA6
5020,ITGA7
5021,ITGA8
5022,ITGA9
5023,ITGAE
5024,ITGAL
5025,ITGAM
5026,ITGAV
5027,ITGAX
5028,ITGB1
5029,ITGB1BP1
5030,ITGB2
5031,ITGB3
5032,ITGB3BP
5033,ITGB4
5034,ITGB5
5035,ITGB6
5036,ITGB7
5037,ITGBL1
5038,ITIH2
5039,ITIH3
5040,ITIH5
5041,ITM2A
5042,ITM2B
5043,ITM2C
5044,ITPA
5045,ITPK1
5046,ITPKB
5047,ITPKC
5048,ITPR1
5049,ITPR2
5050,ITPR3
5051,ITPRIPL2
5052,ITSN1
5053,ITSN2
5054,IVD
5055,IVNS1ABP
5056,IWS1
5057,IZUMO1R
5058,IZUMO4
5059,JADE1
5060,JADE2
5061,JADE3
5062,JAG1
5063,JAG2
5064,JAGN1
5065,JAK1
5066,JAK2
5067,JAK3
5068,JAKMIP1
5069,JAM2
5070,JAM3
5071,JAML
5072,JARID2
5073,JAZF1
5074,JDP2
5075,JKAMP
5076,JMJD1C
5077,JMJD4
5078,JMJD6
5079,JMJD8
5080,JMY
5081,JOSD2
5082,JPH2
5083,JRK
5084,JRKL
5085,JTB
5086,JUN
5087,JUNB
5088,JUND
5089,JUP
5090,LOC101928220
5091,KALRN
5092,KANK1
5093,KANK2
5094,KANK3
5095,KANSL1
5096,KANSL1L
5097,KANSL2
5098,KANSL3
5099,KARS
5100,KAT2A
5101,KAT2B
5102,KAT5
5103,KAT6A
5104,KAT7
5105,KAT8
5106,KATNA1
5107,KATNAL1
5108,KATNB1
5109,KATNBL1
5110,KAZALD1
5111,KAZN
5112,KBTBD11
5113,KBTBD2
5114,KBTBD3
5115,KBTBD4
5116,KBTBD6
5117,KBTBD7
5118,KCMF1
5119,KCNA5
5120,KCNAB1
5121,KCNAB2
5122,KCNB1
5123,KCND1
5124,KCNE1B
5125,KCNE3
5126,KCNE4
5127,KCNIP3
5128,KCNJ11
5129,KCNJ8
5130,KCNK1
5131,KCNK13
5132,KCNK2
5133,KCNK3
5134,KCNK5
5135,KCNK6
5136,KCNMB1
5137,KCNN3
5138,KCNN4
5139,KCNQ5
5140,KCNS3
5141,KCNU1
5142,KCNV1
5143,KCP
5144,KCTD1
5145,KCTD10
5146,KCTD11
5147,KCTD12
5148,KCTD13
5149,KCTD14
5150,KCTD15
5151,KCTD17
5152,KCTD18
5153,KCTD2
5154,KCTD20
5155,KCTD21
5156,KCTD3
5157,KCTD5
5158,KCTD7
5159,KCTD9
5160,KDELC1
5161,KDELC2
5162,KDELR1
5163,KDELR2
5164,KDELR3
5165,KDF1
5166,KDM2A
5167,KDM2B
5168,KDM3A
5169,KDM3B
5170,KDM4A
5171,KDM4B
5172,KDM4C
5173,KDM5A
5174,KDM5B
5175,KDM5C
5176,KDM6A
5177,KDM6B
5178,KDM7A
5179,KDR
5180,KDSR
5181,KEAP1
5182,KHDRBS1
5183,KHDRBS3
5184,KHK
5185,KHNYN
5186,KHSRP
5187,KIDINS220
5188,KIF13A
5189,KIF16B
5190,KIF18A
5191,KIF1B
5192,KIF1BP
5193,KIF1C
5194,KIF21A
5195,KIF21B
5196,KIF26A
5197,KIF3A
5198,KIF3B
5199,KIF3C
5200,KIF4A
5201,KIF5B
5202,KIF5C
5203,KIFAP3
5204,KIFC3
5205,KIN
5206,KITLG
5207,KIZ
5208,KLC1
5209,KLC2
5210,KLC3
5211,KLC4
5212,KLF10
5213,KLF11
5214,KLF13
5215,KLF15
5216,KLF2
5217,KLF3
5218,KLF4
5219,KLF5
5220,KLF6
5221,KLF7
5222,KLF9
5223,KLHDC1
5224,KLHDC10
5225,KLHDC2
5226,KLHDC3
5227,KLHDC4
5228,KLHDC7A
5229,KLHDC8B
5230,KLHDC9
5231,KLHL12
5232,KLHL13
5233,KLHL14
5234,KLHL18
5235,KLHL2
5236,KLHL20
5237,KLHL21
5238,KLHL22
5239,KLHL24
5240,KLHL26
5241,KLHL30
5242,KLHL33
5243,KLHL35
5244,KLHL36
5245,KLHL4
5246,KLHL42
5247,KLHL5
5248,KLHL6
5249,KLHL7
5250,KLHL8
5251,KLHL9
5252,KLK8
5253,KLRC1
5254,Klrc3
5255,KLRD1
5256,KLRG1
5257,KLRG2
5258,KMO
5259,KMT2A
5260,KMT2B
5261,KMT2C
5262,KMT2D
5263,KMT2E
5264,KMT5A
5265,KMT5B
5266,KMT5C
5267,KNOP1
5268,KNTC1
5269,KPNA1
5270,KPNA2
5271,KPNA3
5272,KPNA4
5273,KPNA6
5274,KPNB1
5275,KPTN
5276,KRAS
5277,KRBA1
5278,KRCC1
5279,KREMEN1
5280,KRI1
5281,KRIT1
5282,KRR1
5283,KRT1
5284,KRT14
5285,KRT15
5286,KRT18
5287,KRT19
5288,KRT20
5289,KRT222
5290,KRT23
5291,KRT28
5292,KRT4
5293,KRT5
5294,KRT7
5295,KRT78
5296,KRT79
5297,KRT8
5298,KRTCAP2
5299,KRTCAP3
5300,KRTDAP
5301,KSR1
5302,KTI12
5303,KXD1
5304,KY
5305,KYAT1
5306,L1CAM
5307,L2HGDH
5308,L3HYPDH
5309,L3MBTL1
5310,L3MBTL3
5311,LACC1
5312,LACTB
5313,LACTB2
5314,LAD1
5315,LAG3
5316,LAMA2
5317,LAMA3
5318,LAMA4
5319,LAMA5
5320,LAMB1
5321,LAMB2
5322,LAMB3
5323,LAMC1
5324,LAMC2
5325,LAMC3
5326,LAMP1
5327,LAMP2
5328,LAMTOR1
5329,LAMTOR2
5330,LAMTOR3
5331,LAMTOR4
5332,LAMTOR5
5333,LANCL1
5334,LANCL2
5335,LAP3
5336,LAPTM4A
5337,LAPTM4B
5338,LAPTM5
5339,LARGE1
5340,LARGE2
5341,LARP1
5342,LARP4
5343,LARP4B
5344,LARP6
5345,LARP7
5346,LARS
5347,LARS2
5348,LAS1L
5349,LASP1
5350,LAT
5351,LAT2
5352,LATS1
5353,LATS2
5354,LAYN
5355,LBH
5356,LBHD1
5357,LBP
5358,LBR
5359,LCA5
5360,LCA5L
5361,LCAT
5362,LCK
5363,LCLAT1
5364,LCMT1
5365,LCMT2
5366,LCOR
5367,LCORL
5368,LCP1
5369,LCP2
5370,LDAH
5371,LDB1
5372,LDB2
5373,LDB3
5374,LDHA
5375,LDHB
5376,LDHD
5377,LDLR
5378,LDLRAD3
5379,LDLRAD4
5380,LDLRAP1
5381,LEF1
5382,LEFTY1
5383,LEKR1
5384,LEMD2
5385,LENG1
5386,LENG8
5387,LENG9
5388,LEO1
5389,LEPR
5390,LEPROT
5391,LEPROTL1
5392,LETM1
5393,LETMD1
5394,LFNG
5395,LGALS1
5396,LGALS3
5397,LGALS3BP
5398,LGALS4
5399,LGALS8
5400,LGALS9B
5401,LGALSL
5402,LGI2
5403,LGI4
5404,LGMN
5405,LGR4
5406,LGR6
5407,LHFPL6
5408,LHFPL1
5409,LHFPL2
5410,LHPP
5411,LHX6
5412,LIAS
5413,LIF
5414,LIFR
5415,LIG1
5416,LIG3
5417,LILRA5
5418,LIMA1
5419,LIMCH1
5420,LIMD1
5421,LIMD2
5422,LIMK1
5423,LIMK2
5424,LIMS1
5425,LIMS2
5426,LIN37
5427,LIN52
5428,LIN54
5429,LIN7A
5430,LIN7C
5431,LINS1
5432,LIPA
5433,LIPC
5434,LIPE
5435,LIPH
5436,LIPK
5437,LIPT1
5438,LIPT2
5439,LITAF
5440,LIX1L
5441,LLGL1
5442,LLGL2
5443,LMAN1
5444,LMAN2
5445,LMAN2L
5446,LMBR1
5447,LMBR1L
5448,LMBRD1
5449,LMCD1
5450,LMF1
5451,LMF2
5452,LMNA
5453,LMNB1
5454,LMNB2
5455,LMNTD2
5456,LMO1
5457,LMO2
5458,LMO4
5459,LMO7
5460,LMOD1
5461,LMTK2
5462,LNPEP
5463,LNPK
5464,LNX1
5465,LNX2
5466,LONP1
5467,LONP2
5468,LONRF1
5469,LONRF2
5470,LOX
5471,LOXL1
5472,LOXL2
5473,LOXL3
5474,LPAR1
5475,LPAR3
5476,LPAR4
5477,LPAR6
5478,LPCAT1
5479,LPCAT2
5480,LPCAT3
5481,LPCAT4
5482,LPGAT1
5483,LPIN1
5484,LPIN2
5485,LPIN3
5486,LPL
5487,LPP
5488,LPXN
5489,LRAT
5490,LRBA
5491,LRCH1
5492,LRCH2
5493,LRCH3
5494,LRFN3
5495,LRFN4
5496,LRG1
5497,LRIF1
5498,LRIG1
5499,LRIG2
5500,LRIG3
5501,LRMP
5502,LRP1
5503,LRP10
5504,LRP11
5505,LRP4
5506,LRP5
5507,LRP6
5508,LRPAP1
5509,LRPPRC
5510,LRR1
5511,LRRC1
5512,LRRC10B
5513,LRRC14
5514,LRRC17
5515,LRRC20
5516,LRRC24
5517,LRRC25
5518,LRRC27
5519,LRRC3
5520,LRRC32
5521,LRRC3B
5522,LRRC40
5523,LRRC41
5524,LRRC42
5525,LRRC45
5526,LRRC47
5527,LRRC49
5528,LRRC55
5529,LRRC56
5530,LRRC57
5531,LRRC58
5532,LRRC59
5533,LRRC61
5534,LRRC75A
5535,LRRC75B
5536,LRRC8A
5537,LRRC8C
5538,LRRC8D
5539,LRRC8E
5540,LRRCC1
5541,LRRFIP1
5542,LRRK1
5543,LRRK2
5544,LRRN2
5545,LRRN4CL
5546,LRRTM1
5547,LRRTM3
5548,LRSAM1
5549,LRWD1
5550,LSAMP
5551,LSG1
5552,LSM1
5553,LSM10
5554,LSM11
5555,LSM12
5556,LSM14A
5557,LSM14B
5558,LSM2
5559,LSM3
5560,LSM4
5561,LSM5
5562,LSM6
5563,LSM7
5564,LSM8
5565,LSP1
5566,LSR
5567,LSS
5568,LTA4H
5569,LTB
5570,LTB4R
5571,LTBP1
5572,LTBP2
5573,LTBP3
5574,LTBP4
5575,LTBR
5576,LTC4S
5577,LTN1
5578,LTV1
5579,LUC7L
5580,LUC7L2
5581,LUC7L3
5582,LUM
5583,LURAP1
5584,LURAP1L
5585,LUZP1
5586,LXN
5587,LY6D
5588,LY6E
5589,LY6G5B
5590,LY86
5591,LY9
5592,LY96
5593,LYAR
5594,LYL1
5595,LYN
5596,LYNX1
5597,LYPD3
5598,LYPD6B
5599,LYPLA1
5600,LYPLA2
5601,LYPLAL1
5602,LYRM1
5603,LYRM2
5604,LYRM4
5605,LYRM7
5606,LYRM9
5607,LYSMD1
5608,LYSMD2
5609,LYSMD3
5610,LYSMD4
5611,LYVE1
5612,LYZL4
5613,LZIC
5614,LZTFL1
5615,LZTR1
5616,LZTS2
5617,M6PR
5618,MAB21L3
5619,MACC1
5620,MACROD1
5621,MAD1L1
5622,MAD2L1BP
5623,MAD2L2
5624,MADD
5625,MAEA
5626,MAF
5627,MAF1
5628,MAFB
5629,MAFF
5630,MAFG
5631,MAFK
5632,MAGED1
5633,MAGED2
5634,MAGEE1
5635,MAGEH1
5636,MAGOH
5637,MAGOHB
5638,MAGT1
5639,MAIP1
5640,MAK16
5641,MAL
5642,MAL2
5643,MALL
5644,MALSU1
5645,MALT1
5646,MAMDC2
5647,MAMDC4
5648,MAML1
5649,MAML3
5650,MAMSTR
5651,MAN1A1
5652,MAN1A2
5653,MAN1B1
5654,MAN1C1
5655,MAN2A1
5656,MAN2A2
5657,MAN2B1
5658,MAN2B2
5659,MAN2C1
5660,MANBA
5661,MANBAL
5662,MANEA
5663,MANEAL
5664,MANF
5665,MANSC1
5666,MAOA
5667,MAOB
5668,MAP10
5669,MAP1A
5670,MAP1B
5671,MAP1LC3A
5672,MAP1LC3B
5673,MAP1S
5674,MAP2
5675,MAP2K1
5676,MAP2K2
5677,MAP2K3
5678,MAP2K4
5679,MAP2K5
5680,MAP2K6
5681,MAP2K7
5682,MAP3K1
5683,MAP3K10
5684,MAP3K11
5685,MAP3K12
5686,MAP3K2
5687,MAP3K20
5688,MAP3K3
5689,MAP3K4
5690,MAP3K5
5691,MAP3K6
5692,MAP3K8
5693,MAP4
5694,MAP4K1
5695,MAP4K2
5696,MAP4K3
5697,MAP4K4
5698,MAP4K5
5699,MAP6
5700,MAP6D1
5701,MAP7
5702,MAP7D1
5703,MAPK1
5704,MAPK11
5705,MAPK12
5706,MAPK13
5707,MAPK14
5708,MAPK1IP1L
5709,MAPK3
5710,MAPK6
5711,MAPK7
5712,MAPK8
5713,MAPK8IP1
5714,MAPK8IP3
5715,MAPK9
5716,MAPKAP1
5717,MAPKAPK2
5718,MAPKAPK3
5719,MAPKBP1
5720,MAPRE1
5721,MAPRE3
5722,MAPT
5723,MARC2
5724,MARCH2
5725,MARCH3
5726,MARCH5
5727,MARCH6
5728,MARCH7
5729,MARCH8
5730,MARCKSL1
5731,MARF1
5732,MARK1
5733,MARK2
5734,MARK3
5735,MARK4
5736,MARS
5737,MARS2
5738,MARVELD1
5739,MARVELD2
5740,MARVELD3
5741,MAST2
5742,MAST3
5743,MAST4
5744,MAT2A
5745,MAT2B
5746,MATN2
5747,MATR3
5748,MAU2
5749,MAVS
5750,MAX
5751,MAZ
5752,MBD1
5753,MBD2
5754,MBD3
5755,MBD4
5756,MBD5
5757,MBD6
5758,MBIP
5759,MBLAC2
5760,MBNL1
5761,MBNL2
5762,MBNL3
5763,MBOAT1
5764,MBOAT2
5765,MBOAT7
5766,MBP
5767,MBTD1
5768,MBTPS1
5769,MBTPS2
5770,MCAM
5771,MCC
5772,MCCC1
5773,MCCC2
5774,MCEE
5775,MCEMP1
5776,MCFD2
5777,MCL1
5778,MCM2
5779,MCM3
5780,MCM3AP
5781,MCM4
5782,MCM5
5783,MCM6
5784,MCM7
5785,MCM9
5786,MCMBP
5787,MCOLN1
5788,MCRS1
5789,MCTP1
5790,MCTP2
5791,MCTS1
5792,MCU
5793,MCUB
5794,MCUR1
5795,MDC1
5796,MDFI
5797,MDFIC
5798,MDH1
5799,MDH2
5800,MDK
5801,MDM1
5802,MDM2
5803,MDM4
5804,MDN1
5805,MDP1
5806,ME1
5807,ME2
5808,ME3
5809,MEA1
5810,MEAF6
5811,MECOM
5812,MECP2
5813,MECR
5814,MED1
5815,MED10
5816,MED11
5817,MED13
5818,MED13L
5819,MED14
5820,MED16
5821,MED17
5822,MED18
5823,MED19
5824,MED20
5825,MED21
5826,MED22
5827,MED23
5828,MED24
5829,MED25
5830,MED26
5831,MED27
5832,MED28
5833,MED29
5834,MED30
5835,MED31
5836,MED4
5837,MED6
5838,MED7
5839,MED8
5840,MED9
5841,MEDAG
5842,MEF2A
5843,MEF2C
5844,MEF2D
5845,MEFV
5846,MEGF6
5847,MEGF8
5848,MEGF9
5849,MEIOB
5850,MEIS2
5851,MEIS3
5852,MEMO1
5853,MEN1
5854,MEOX1
5855,MEOX2
5856,MEPCE
5857,MERTK
5858,MET
5859,METAP1
5860,METAP1D
5861,METAP2
5862,METRN
5863,METRNL
5864,METTL1
5865,METTL13
5866,METTL14
5867,METTL16
5868,METTL17
5869,METTL18
5870,METTL2A
5871,METTL21A
5872,METTL22
5873,METTL23
5874,METTL26
5875,METTL3
5876,METTL4
5877,METTL5
5878,METTL6
5879,METTL7A
5880,METTL8
5881,METTL9
5882,MEX3C
5883,MEX3D
5884,MFAP2
5885,MFAP3
5886,MFAP3L
5887,MFAP4
5888,MFAP5
5889,MFGE8
5890,MFHAS1
5891,MFN1
5892,MFN2
5893,MFNG
5894,MFSD1
5895,MFSD10
5896,MFSD11
5897,MFSD12
5898,MFSD13A
5899,MFSD14A
5900,MFSD14B
5901,MFSD2A
5902,MFSD4A
5903,MFSD5
5904,MFSD6
5905,SLC49A3
5906,MFSD8
5907,MFSD9
5908,MGA
5909,MGARP
5910,MGAT1
5911,MGAT2
5912,MGAT3
5913,MGAT4A
5914,MGAT4B
5915,MGAT5
5916,OGA
5917,MGLL
5918,MGME1
5919,MGMT
5920,MGP
5921,MGRN1
5922,MGST1
5923,MGST2
5924,MGST3
5925,MIA2
5926,MIA3
5927,MIB1
5928,MIB2
5929,MICAL1
5930,MICAL2
5931,MICALL1
5932,MICALL2
5933,MICU1
5934,MICU2
5935,MID1IP1
5936,MIDN
5937,MIEF1
5938,MIEF2
5939,MIEN1
5940,MIER1
5941,MIER2
5942,MIF
5943,MIF4GD
5944,MIGA2
5945,MIIP
5946,MICB
5947,MINK1
5948,MINOS1
5949,MINPP1
5950,MIOS
5951,MIPEP
5952,MIPOL1
5953,MIS12
5954,MIS18A
5955,MITD1
5956,MKKS
5957,MKL1
5958,MKL2
5959,MKLN1
5960,MKNK1
5961,MKNK2
5962,MKRN1
5963,MKRN2
5964,MKS1
5965,MLANA
5966,MLEC
5967,MLF1
5968,MLF2
5969,MLH1
5970,MLH3
5971,MLLT1
5972,MLLT10
5973,MLLT11
5974,MLLT3
5975,MLLT6
5976,MLPH
5977,MLST8
5978,MLX
5979,MLXIP
5980,MLYCD
5981,MMAA
5982,MMAB
5983,MMACHC
5984,MMADHC
5985,MMD
5986,MMGT1
5987,MMP10
5988,MMP11
5989,MMP14
5990,MMP15
5991,MMP16
5992,MMP19
5993,MMP2
5994,MMP23B
5995,MMP3
5996,MMP8
5997,MMP9
5998,MMRN2
5999,MMS19
6000,MN1
6001,MNAT1
6002,MND1
6003,MNT
6004,MOB1A
6005,MOB1B
6006,MOB2
6007,MOB3A
6008,MOB3C
6009,MOB4
6010,MOCOS
6011,MOCS2
6012,MOCS3
6013,MOGAT1
6014,MOGAT2
6015,MOGS
6016,MON1A
6017,MON1B
6018,MON2
6019,MORC2
6020,MORC3
6021,MORC4
6022,MORF4L1
6023,MORF4L2
6024,MORN2
6025,MORN4
6026,MOSPD1
6027,MOSPD2
6028,MOSPD3
6029,MOV10
6030,MPC1
6031,MPC2
6032,MPDU1
6033,MPDZ
6034,MPEG1
6035,MPG
6036,MPHOSPH10
6037,MPHOSPH6
6038,MPHOSPH8
6039,MPHOSPH9
6040,MPI
6041,MPLKIP
6042,MPND
6043,MPP1
6044,MPP5
6045,MPP6
6046,MPP7
6047,MPPE1
6048,MPPED2
6049,MPRIP
6050,MPST
6051,MPV17
6052,MPV17L
6053,MPV17L2
6054,MPZ
6055,MPZL1
6056,MPZL2
6057,MPZL3
6058,MR1
6059,MRAS
6060,MRC1
6061,MRC2
6062,MRE11
6063,MREG
6064,MRFAP1
6065,MRGBP
6066,MRGPRE
6067,MRGPRF
6068,MRI1
6069,MRM1
6070,MRM2
6071,MRM3
6072,MROH1
6073,MROH2A
6074,MRPL1
6075,MRPL10
6076,MRPL11
6077,MRPL12
6078,MRPL13
6079,MRPL14
6080,MRPL15
6081,MRPL16
6082,MRPL17
6083,MRPL18
6084,MRPL19
6085,MRPL2
6086,MRPL20
6087,MRPL21
6088,MRPL22
6089,MRPL24
6090,MRPL27
6091,MRPL28
6092,MRPL3
6093,MRPL30
6094,MRPL32
6095,MRPL33
6096,MRPL34
6097,MRPL35
6098,MRPL36
6099,MRPL37
6100,MRPL38
6101,MRPL39
6102,MRPL4
6103,MRPL40
6104,MRPL41
6105,MRPL42
6106,MRPL43
6107,MRPL44
6108,MRPL45
6109,MRPL46
6110,MRPL47
6111,MRPL48
6112,MRPL49
6113,MRPL50
6114,MRPL51
6115,MRPL52
6116,MRPL54
6117,MRPL55
6118,MRPL57
6119,MRPL58
6120,MRPL9
6121,MRPS10
6122,MRPS11
6123,MRPS12
6124,MRPS14
6125,MRPS15
6126,MRPS16
6127,MRPS17
6128,MRPS18A
6129,MRPS18B
6130,MRPS18C
6131,MRPS2
6132,MRPS21
6133,MRPS22
6134,MRPS23
6135,MRPS24
6136,MRPS25
6137,MRPS26
6138,MRPS27
6139,MRPS28
6140,MRPS30
6141,MRPS31
6142,MRPS33
6143,MRPS34
6144,MRPS35
6145,MRPS36
6146,MRPS5
6147,MRPS6
6148,MRPS7
6149,MRPS9
6150,MRRF
6151,MRS2
6152,MRVI1
6153,MS4A7
6154,MS4A8
6155,MSANTD1
6156,MSANTD3
6157,MSANTD4
6158,MSH2
6159,MSH3
6160,MSI2
6161,MSL1
6162,MSL2
6163,MSL3
6164,MSMO1
6165,MSN
6166,MSR1
6167,MSRA
6168,MSRB1
6169,MSRB2
6170,MSRB3
6171,MSS51
6172,MST1
6173,MST1R
6174,MSTO1
6175,MSX1
6176,MSX2
6177,MTA1
6178,MTA2
6179,MTA3
6180,MTAP
6181,MTCH1
6182,MTCH2
6183,MTCL1
6184,MTDH
6185,MTERF2
6186,MTERF3
6187,MTERF4
6188,MTF1
6189,MTF2
6190,MTFMT
6191,MTFR1
6192,MTFR1L
6193,MTG1
6194,MTG2
6195,MTHFD1
6196,MTHFD1L
6197,MTHFD2L
6198,MTHFSD
6199,MTIF2
6200,MTIF3
6201,MTM1
6202,MTMR1
6203,MTMR11
6204,MTMR12
6205,MTMR14
6206,MTMR2
6207,MTMR3
6208,MTMR4
6209,MTMR6
6210,MTMR9
6211,MTO1
6212,MTOR
6213,MTPAP
6214,MTPN
6215,MTR
6216,MTRF1L
6217,MTSS1
6218,MTTP
6219,MTUS1
6220,MTUS2
6221,MTX1
6222,MTX2
6223,MTX3
6224,MUL1
6225,MUM1
6226,MUM1L1
6227,MUS81
6228,MUSTN1
6229,MUT
6230,MVB12A
6231,MVB12B
6232,MVD
6233,MVK
6234,MVP
6235,MXD1
6236,MXD4
6237,MXI1
6238,MXRA8
6239,MYADM
6240,MYBBP1A
6241,MYBL1
6242,MYC
6243,MYCBP
6244,MYCBP2
6245,MYCL
6246,MYCN
6247,MYCT1
6248,MYD88
6249,MYDGF
6250,MYEF2
6251,C12orf10
6252,MYH10
6253,MYH11
6254,MYH9
6255,MYL12B
6256,MYL12A
6257,MYL4
6258,MYL6
6259,MYL6B
6260,MYL9
6261,MYLIP
6262,MYLK
6263,MYNN
6264,MYO10
6265,MYO18A
6266,MYO1B
6267,MYO1C
6268,MYO1D
6269,MYO1E
6270,MYO1F
6271,MYO1G
6272,MYO5A
6273,MYO5B
6274,MYO5C
6275,MYO6
6276,MYO9A
6277,MYO9B
6278,MYOC
6279,MYOCD
6280,MYOF
6281,MYPOP
6282,MYSM1
6283,MYZAP
6284,MZT1
6285,MZT2A
6286,N4BP1
6287,N4BP2L1
6288,N4BP2L2
6289,N4BP3
6290,N6AMT1
6291,NAA10
6292,NAA15
6293,NAA16
6294,NAA20
6295,NAA25
6296,NAA30
6297,NAA35
6298,NAA38
6299,NAA40
6300,NAA50
6301,NAA60
6302,NAAA
6303,NAALAD2
6304,NAALADL2
6305,NAB1
6306,NAB2
6307,NABP1
6308,NABP2
6309,NACA
6310,NACC1
6311,NACC2
6312,NADK
6313,NADK2
6314,NAE1
6315,NAF1
6316,NAGA
6317,NAGK
6318,NAGLU
6319,NAGPA
6320,NAGS
6321,NAMPT
6322,NANS
6323,NAP1L1
6324,NAP1L4
6325,NAP1L5
6326,NAPA
6327,NAPG
6328,NAPRT
6329,NAPSA
6330,NARF
6331,NARFL
6332,NARS
6333,NARS2
6334,NASP
6335,NAT10
6336,NAT14
6337,NAA80
6338,NAT8B
6339,NAT9
6340,NATD1
6341,NAV1
6342,NAXD
6343,NBAS
6344,NBEA
6345,NBEAL1
6346,NBEAL2
6347,NBN
6348,NBR1
6349,NCAM1
6350,NCAPD2
6351,NCAPH
6352,NCAPH2
6353,NCBP1
6354,NCBP2
6355,NCBP3
6356,NCCRP1
6357,NCDN
6358,NCEH1
6359,NCF1
6360,NCF2
6361,NCF4
6362,NCK1
6363,NCKAP1
6364,NCKAP1L
6365,NCKAP5L
6366,NCKIPSD
6367,NCL
6368,NCLN
6369,NCMAP
6370,NCOA1
6371,NCOA2
6372,NCOA3
6373,NCOA4
6374,NCOA5
6375,NCOA7
6376,NCOR1
6377,NCOR2
6378,NCR1
6379,NCSTN
6380,NDC1
6381,NDC80
6382,NDE1
6383,NDEL1
6384,NDFIP1
6385,NDFIP2
6386,NDN
6387,NDOR1
6388,NDP
6389,NDRG1
6390,NDRG2
6391,NDRG3
6392,NDRG4
6393,NDST1
6394,NDST2
6395,NDST4
6396,NDUFA1
6397,NDUFA10
6398,NDUFA12
6399,NDUFA13
6400,NDUFA2
6401,NDUFA3
6402,NDUFA4
6403,NDUFA4L2
6404,NDUFA5
6405,NDUFA6
6406,NDUFA7
6407,NDUFA8
6408,NDUFA9
6409,NDUFAF1
6410,NDUFAF2
6411,NDUFAF3
6412,NDUFAF4
6413,NDUFAF6
6414,NDUFAF7
6415,NDUFAF8
6416,NDUFB10
6417,NDUFB11
6418,NDUFB2
6419,NDUFB3
6420,NDUFB5
6421,NDUFB6
6422,NDUFB7
6423,NDUFB8
6424,NDUFB9
6425,NDUFC1
6426,NDUFC2
6427,NDUFS1
6428,NDUFS2
6429,NDUFS3
6430,NDUFS4
6431,NDUFS7
6432,NDUFS8
6433,NDUFV1
